director,film,actor,gender,space,role
Chantal Akerman,Tous les garçons et les filles de leur âge...,Michèle Moretti,f,0.0002,Madame Alvarez
Chantal Akerman,Tous les garçons et les filles de leur âge...,Marianne Papasseudi,f,0.0002,Odile
Chantal Akerman,Tous les garçons et les filles de leur âge...,Lola Guyot,f,0.0002,Le bébé
Chantal Akerman,Tous les garçons et les filles de leur âge...,François Jandin,m,0.0002,Le danseur de Marlène
Chantal Akerman,Tous les garçons et les filles de leur âge...,David Rossi,m,0.0002,Edmond
Chantal Akerman,Tous les garçons et les filles de leur âge...,Antoine Chappey,m,0.0002,L'autostoppeur
Chantal Akerman,Tous les garçons et les filles de leur âge...,David Lapoujade,m,0.0002,Le professeur
Chantal Akerman,Tous les garçons et les filles de leur âge...,Lise Manguer,f,0.0002,Amie Irène
Chantal Akerman,Tous les garçons et les filles de leur âge...,Nathalie Vignes,f,0.0002,Irène
Chantal Akerman,Tous les garçons et les filles de leur âge...,Alexandre Arnoult,m,0.0002,Garçon soirée
Chantal Akerman,Tous les garçons et les filles de leur âge...,Richard Cairaschi,m,0.0002,Le père de Fabio
Chantal Akerman,Tous les garçons et les filles de leur âge...,Lionel Goldstein,m,0.0002,Father
Chantal Akerman,Tous les garçons et les filles de leur âge...,Philippe Blandin,m,0.0002,Garçon soirée
Chantal Akerman,Tous les garçons et les filles de leur âge...,Claire Laroche,f,0.0002,Blonde Girl
Chantal Akerman,Tous les garçons et les filles de leur âge...,Michel Carrière,m,0.0002,Garçon soirée
Chantal Akerman,Tous les garçons et les filles de leur âge...,Martine Elena,f,0.0002,La mère de Fabio
Chantal Akerman,Tous les garçons et les filles de leur âge...,Jean-Marc Deleplanque,m,0.0002,Garçon soirée
Chantal Akerman,Tous les garçons et les filles de leur âge...,Jean Mas,m,0.0002,Prof Fabio
Chantal Akerman,Tous les garçons et les filles de leur âge...,Serge Hazanavicius,m,0.0002,Garçon soirée
Chantal Akerman,Tous les garçons et les filles de leur âge...,Yannick Leblanc,m,0.0002,Le prof de gym
Chantal Akerman,Tous les garçons et les filles de leur âge...,Eric Andreatta,m,0.0002,L'inspecteur
Chantal Akerman,Tous les garçons et les filles de leur âge...,Christophe Hémon,m,0.0002,Garçon soirée
Chantal Akerman,Down There,Chantal Akerman,f,0.0002,Self
Chantal Akerman,Tomorrow We Move,Sylvie Testud,f,0.0002,Charlotte
Chantal Akerman,Tomorrow We Move,Aurore Clément,f,0.0002,Catherine
Chantal Akerman,Tomorrow We Move,Jean-Pierre Marielle,m,0.0002,Popernick
Chantal Akerman,Tomorrow We Move,Natacha Régnier,f,0.0002,La femme enceinte
Chantal Akerman,Tomorrow We Move,Lucas Belvaux,m,0.0002,M. Delacre
Chantal Akerman,Tomorrow We Move,Dominique Reymond,f,0.0002,Mme Delacre
Chantal Akerman,Tomorrow We Move,Elsa Zylberstein,f,0.0002,Michèle
Chantal Akerman,Tomorrow We Move,Gilles Privat,m,0.0002,L'agent immobilier
Chantal Akerman,Tomorrow We Move,Anne Coesens,f,0.0002,Mme Dietrich
Chantal Akerman,Tomorrow We Move,Christian Hecq,m,0.0002,M. Dietrich
Chantal Akerman,Tomorrow We Move,Lætitia Reva,f,0.0002,Mme Charpentier
Chantal Akerman,Tomorrow We Move,Olivier Ythier,m,0.0002,Le mari de la femme enceinte
Chantal Akerman,Tomorrow We Move,Georges Siatidis,m,0.0002,M. Charpentier
Chantal Akerman,Tomorrow We Move,Valérie Bauchau,f,0.0002,La femme Lavazza
Chantal Akerman,Tomorrow We Move,Catherine Aymerie,f,0.0002,Dame agence studio
Chantal Akerman,Tomorrow We Move,Nicolas Majois,m,0.0002,Pierre
Chantal Akerman,Tomorrow We Move,Elodie Marteau-Laurent,f,0.0002,Copine café 1
Chantal Akerman,Tomorrow We Move,Nade Dieu,f,0.0002,Copine café 2
Chantal Akerman,Tomorrow We Move,Emmanuel Clarke,m,0.0002,Le passant
Chantal Akerman,Tomorrow We Move,Corentin Lobet,m,0.0002,Déménageur 1
Chantal Akerman,Tomorrow We Move,Roland Beurms,m,0.0002,Déménageur 2
Chantal Akerman,Tomorrow We Move,Leslie Vandermeulen,m,0.0002,Fils Lavazza
Chantal Akerman,Tomorrow We Move,Eric Godon,m,0.0002,Mover
Chantal Akerman,State of the World,Shyam Bahadur,m,0.0002,
Chantal Akerman,State of the World,Jurandyr Ferreira,m,0.0002,
Chantal Akerman,State of the World,Sakda Kaewbuadee,m,0.0002,
Chantal Akerman,State of the World,Wake Li,m,0.0002,
Chantal Akerman,State of the World,Alfredo Mendes,m,0.0002,
Chantal Akerman,State of the World,Jenjira Pongpas,f,0.0002,
Chantal Akerman,State of the World,Babu Santana,m,0.0002,
Chantal Akerman,State of the World,José Alberto Silva,m,0.0002,
Chantal Akerman,State of the World,Lucinda Tavares,f,0.0002,
Chantal Akerman,State of the World,Ventura,m,0.0002,
Chantal Akerman,State of the World,Paschoal Villaboin,m,0.0002,
Chantal Akerman,State of the World,Hongwei Wang,m,0.0002,
Chantal Akerman,State of the World,Gang Wu,m,0.0002,
Chantal Akerman,State of the World,Ning Xu,f,0.0002,
Chantal Akerman,State of the World,Lu Ye,f,0.0002,
Chantal Akerman,The Captive,Stanislas Merhar,m,0.0002,Simon
Chantal Akerman,The Captive,Sylvie Testud,f,0.0002,Ariane
Chantal Akerman,The Captive,Olivia Bonamy,f,0.0002,Andrée
Chantal Akerman,The Captive,Liliane Rovère,f,0.0002,"Françoise, the maid"
Chantal Akerman,The Captive,Françoise Bertin,f,0.0002,The grandmother
Chantal Akerman,The Captive,Aurore Clément,f,0.0002,"Léa, the actress"
Chantal Akerman,The Captive,Vanessa Larré,f,0.0002,Hélène
Chantal Akerman,The Captive,Samuel Tasinaje,m,0.0002,Levy
Chantal Akerman,The Captive,Jean Borodine,m,0.0002,The chauffeur
Chantal Akerman,The Captive,Anna Mouglalis,f,0.0002,Isabelle
Chantal Akerman,The Captive,Bérénice Bejo,f,0.0002,Sarah
Chantal Akerman,The Captive,Adeline Chaudron,f,0.0002,Prostitute
Chantal Akerman,The Captive,Sophie Assante,f,0.0002,The singing woman
Chantal Akerman,The Captive,Christopher Gendreau,m,0.0002,Bellboy
Chantal Akerman,The Captive,Sébastien Haddouk,m,0.0002,Painter
Chantal Akerman,The Captive,Xavier Morange,m,0.0002,Painter
Chantal Akerman,The Captive,Stanislas Januskiewicz,m,0.0002,Matre d'hotel
Chantal Akerman,The Captive,Laurence Guillet,m,0.0002,Receptionist
Chantal Akerman,The Captive,Pascal Erizabal,m,0.0002,Hotel porter
Chantal Akerman,The Captive,Claude Hermann,m,0.0002,Voice on radio
Chantal Akerman,The Captive,Caroline Roucoules,f,0.0002,Young girl
Chantal Akerman,The Captive,Gersende Dufromentel,f,0.0002,Young girl
Chantal Akerman,The Captive,Elodie Marteau-Laurent,f,0.0002,Young girl
Chantal Akerman,The Captive,Karine Demilo,f,0.0002,Young girl
Chantal Akerman,The Captive,Pia Vuorinen,f,0.0002,Young girl
Chantal Akerman,The Captive,Anne-Sophie Morillon,f,0.0002,Young girl
Chantal Akerman,Les années 80,Aischa Bentebouche,f,0.0002,
Chantal Akerman,Les années 80,Katherine Best,f,0.0002,
Chantal Akerman,Les années 80,François Beukelaers,m,0.0002,
Chantal Akerman,Les années 80,Daniela Bisconti,f,0.0002,
Chantal Akerman,Les années 80,Warre Borgmans,m,0.0002,
Chantal Akerman,Les années 80,Anne-Marie Cappeliez,f,0.0002,
Chantal Akerman,Les années 80,Cathy Carrera,f,0.0002,
Chantal Akerman,Les années 80,Amid Chakir,m,0.0002,
Chantal Akerman,Les années 80,Eric Châle,m,0.0002,
Chantal Akerman,Les années 80,Harry Cleven,m,0.0002,
Chantal Akerman,Les années 80,Aurore Clément,f,0.0002,
Chantal Akerman,Les années 80,Nicole Debarre,f,0.0002,
Chantal Akerman,Les années 80,Patrick Dechêne,m,0.0002,
Chantal Akerman,Les années 80,Goele Derick,f,0.0002,
Chantal Akerman,Les années 80,Annick Detollenaere,f,0.0002,
Chantal Akerman,Les années 80,Patricia Frans,f,0.0002,
Chantal Akerman,Les années 80,Herman Gilis,m,0.0002,
Chantal Akerman,Les années 80,Ioanna Gkizas,f,0.0002,
Chantal Akerman,Les années 80,Catherine Jauniaux,f,0.0002,
Chantal Akerman,Les années 80,Michel Karchevsky,m,0.0002,
Chantal Akerman,Les années 80,Martine Kivitz,m,0.0002,
Chantal Akerman,Les années 80,Francine Landrain,f,0.0002,
Chantal Akerman,Les années 80,Hélène Lapiower,f,0.0002,
Chantal Akerman,Les années 80,Suzanna Lastreto,f,0.0002,
Chantal Akerman,Les années 80,Marie-Line Lefebvre,f,0.0002,
Chantal Akerman,Les années 80,Xavier Lukomski,m,0.0002,
Chantal Akerman,Les années 80,Florence Madec,f,0.0002,
Chantal Akerman,Les années 80,Estelle Marion,f,0.0002,
Chantal Akerman,Les années 80,Rachel Michael,f,0.0002,
Chantal Akerman,Les années 80,Agnès Muckensturm,f,0.0002,
Chantal Akerman,Les années 80,An Nelissen,f,0.0002,
Chantal Akerman,Les années 80,Claire Nelissen,f,0.0002,
Chantal Akerman,Les années 80,Magali Noël,f,0.0002,
Chantal Akerman,Les années 80,Yvette Poirier,f,0.0002,
Chantal Akerman,Les années 80,Isabelle Pousseur,f,0.0002,
Chantal Akerman,Les années 80,Marie-Rose Roland,f,0.0002,
Chantal Akerman,Les années 80,Nellie Rosiers,f,0.0002,
Chantal Akerman,Les années 80,François Sikivie,m,0.0002,
Chantal Akerman,Les années 80,Samy Szlingerbaum,m,0.0002,
Chantal Akerman,Les années 80,Nora Tilley,f,0.0002,
Chantal Akerman,Les années 80,Nicole Valberg,f,0.0002,
Chantal Akerman,Les années 80,Florence Vercheval,f,0.0002,
Chantal Akerman,Les années 80,Yvon Vromman,m,0.0002,
Chantal Akerman,Les années 80,Nathalie Willame,f,0.0002,
Chantal Akerman,Les années 80,Bernard Yerlès,m,0.0002,
Chantal Akerman,À l'Est avec Sonia Wieder-Atherton,Sonia Wieder-Atherton,f,0.0002,Self
Chantal Akerman,Golden Eighties,Delphine Seyrig,f,0.0002,Jeanne Schwartz
Chantal Akerman,Golden Eighties,Myriam Boyer,f,0.0002,Sylvie
Chantal Akerman,Golden Eighties,Fanny Cottençon,f,0.0002,Lili
Chantal Akerman,Golden Eighties,Lio,f,0.0002,Mado
Chantal Akerman,Golden Eighties,Pascale Salkin,f,0.0002,Pascale
Chantal Akerman,Golden Eighties,Charles Denner,m,0.0002,M. Schwartz
Chantal Akerman,Golden Eighties,Jean-François Balmer,m,0.0002,M. Jean
Chantal Akerman,Golden Eighties,John Berry,m,0.0002,Eli
Chantal Akerman,Golden Eighties,Nicolas Tronc,m,0.0002,Robert Schwartz
Chantal Akerman,Golden Eighties,Roselyne Brunet,f,0.0002,La coiffeuse #1
Chantal Akerman,Golden Eighties,Nathalie Richard,f,0.0002,La coiffeuse #6
Chantal Akerman,Golden Eighties,Dominique Rousseau,f,0.0002,La coiffeuse #7
Chantal Akerman,Golden Eighties,Olivier Achard,m,0.0002,Le garçon #1
Chantal Akerman,Golden Eighties,Laurent Allaire,m,0.0002,Le garçon #2
Chantal Akerman,Golden Eighties,Dominique Compagnon,m,0.0002,Le garçon #3
Chantal Akerman,Golden Eighties,Simon Reggiani,m,0.0002,Le garçon #4
Chantal Akerman,Golden Eighties,Françoise Goussard,f,0.0002,La vendeuse
Chantal Akerman,Golden Eighties,Marie Pillet,f,0.0002,La mère
Chantal Akerman,Golden Eighties,Isabelle Gruault,f,0.0002,La fille adolescente
Chantal Akerman,Golden Eighties,Nathalie Guérin,f,0.0002,La fille à la jupe fendue
Chantal Akerman,Golden Eighties,Diane Calma,f,0.0002,
Chantal Akerman,Golden Eighties,Laurence Camby,f,0.0002,Une coiffeuse
Chantal Akerman,Golden Eighties,Muriel Combeau,f,0.0002,Une coiffeuse
Chantal Akerman,Golden Eighties,Kathy Guisard,f,0.0002,Sonia
Chantal Akerman,Golden Eighties,Solenn Jarniou,f,0.0002,Une coiffeuse
Chantal Akerman,Golden Eighties,Charlotte Léo,f,0.0002,Une coiffeuse
Chantal Akerman,Golden Eighties,Emma Wolff,f,0.0002,Une coiffeuse
Chantal Akerman,Golden Eighties,Claire-Marie Zenska,f,0.0002,Une coiffeuse
Chantal Akerman,"J'ai faim, j'ai froid",Maria de Medeiros,f,0.0002,
Chantal Akerman,"J'ai faim, j'ai froid",Pascale Salkin,f,0.0002,
Chantal Akerman,Family Business: Chantal Akerman Speaks About Film,Chantal Akerman,f,0.0002,
Chantal Akerman,Family Business: Chantal Akerman Speaks About Film,Aurore Clément,f,0.0002,
Chantal Akerman,Family Business: Chantal Akerman Speaks About Film,Colleen Camp,f,0.0002,
Chantal Akerman,News from Home,Chantal Akerman,f,0.0002,Self - Letter Reader
Chantal Akerman,Lettre d'un cinéaste: Chantal Akerman,Chantal Akerman,f,0.0002,Self
Chantal Akerman,Lettre d'un cinéaste: Chantal Akerman,Aurore Clément,f,0.0002,Self
Chantal Akerman,Toute une nuit,Angelo Abazoglou,m,0.0002,
Chantal Akerman,Toute une nuit,Frank Aendenboom,m,0.0002,
Chantal Akerman,Toute une nuit,Natalia Akerman,f,0.0002,
Chantal Akerman,Toute une nuit,Véronique Alain,f,0.0002,
Chantal Akerman,Toute une nuit,Paul Allio,m,0.0002,
Chantal Akerman,Toute une nuit,Jacques Bauduin,m,0.0002,
Chantal Akerman,Toute une nuit,François Beukelaers,m,0.0002,
Chantal Akerman,Toute une nuit,Michèle Blondeel,f,0.0002,
Chantal Akerman,Toute une nuit,Philippe Bombled,m,0.0002,
Chantal Akerman,Toute une nuit,Ignacio Carranza,m,0.0002,
Chantal Akerman,Toute une nuit,Aurore Clément,f,0.0002,
Chantal Akerman,Toute une nuit,Christiane Cohendy,f,0.0002,
Chantal Akerman,Toute une nuit,Nicole Colchat,f,0.0002,
Chantal Akerman,Toute une nuit,Edith De Barcy,f,0.0002,
Chantal Akerman,Toute une nuit,Dirk de Batist,m,0.0002,
Chantal Akerman,Toute une nuit,Laurent De Buyl,m,0.0002,
Chantal Akerman,Toute une nuit,Luk De Konink,m,0.0002,
Chantal Akerman,Toute une nuit,Ingrid De Vos,f,0.0002,
Chantal Akerman,Toute une nuit,Jan Decleir,m,0.0002,
Chantal Akerman,Toute une nuit,Jan Decorte,m,0.0002,
Chantal Akerman,Toute une nuit,Alix Dugauquier,f,0.0002,
Chantal Akerman,Toute une nuit,Marie-Ange Dutheil,f,0.0002,
Chantal Akerman,Toute une nuit,Philipee Ekkers,m,0.0002,
Chantal Akerman,Toute une nuit,Bénédicte Erken,f,0.0002,
Chantal Akerman,Toute une nuit,David Errera,m,0.0002,
Chantal Akerman,Toute une nuit,Pierre Forget,m,0.0002,
Chantal Akerman,Toute une nuit,Herman Gilis,m,0.0002,
Chantal Akerman,Toute une nuit,Catherine Graindorge,f,0.0002,
Chantal Akerman,Toute une nuit,Brigid Grauman,f,0.0002,
Chantal Akerman,Toute une nuit,Lucy Grauman,f,0.0002,
Chantal Akerman,Toute une nuit,Michel Karchevsky,m,0.0002,
Chantal Akerman,Toute une nuit,Tchéky Karyo,m,0.0002,
Chantal Akerman,Toute une nuit,Nadine Keseman,f,0.0002,
Chantal Akerman,Toute une nuit,Pierre Lampe,m,0.0002,
Chantal Akerman,Toute une nuit,Francine Landrain,f,0.0002,
Chantal Akerman,Toute une nuit,Grégoire Lapiower,m,0.0002,
Chantal Akerman,Toute une nuit,Jean-Philippe Laroche,m,0.0002,
Chantal Akerman,Toute une nuit,Suzanna Lastreto,f,0.0002,
Chantal Akerman,Toute une nuit,Christine Leboutte,f,0.0002,
Chantal Akerman,Toute une nuit,Carmela Locantore,f,0.0002,
Chantal Akerman,Toute une nuit,Chris Lomme,f,0.0002,
Chantal Akerman,Toute une nuit,Michel Lussan,m,0.0002,
Chantal Akerman,Toute une nuit,Sylvie Milhaud,f,0.0002,
Chantal Akerman,Toute une nuit,Claire Nelissen,f,0.0002,
Chantal Akerman,Toute une nuit,Gisèle Oudart,f,0.0002,
Chantal Akerman,Toute une nuit,Isabelle Pousseur,f,0.0002,
Chantal Akerman,Toute une nuit,Véronique Silver,f,0.0002,
Chantal Akerman,Toute une nuit,Samy Szlingerbaum,m,0.0002,
Chantal Akerman,Toute une nuit,Hilde Van Mieghem,f,0.0002,
Chantal Akerman,Toute une nuit,Simon Zaleski,m,0.0002,
Chantal Akerman,No Home Movie,Chantal Akerman,f,0.0002,Self
Chantal Akerman,No Home Movie,Natalia Akerman,f,0.0002,Self
Chantal Akerman,No Home Movie,Sylvaine Akerman,f,0.0002,Self
Chantal Akerman,A Couch in New York,Juliette Binoche,f,0.0002,Beatrice Saulnier
Chantal Akerman,A Couch in New York,William Hurt,m,0.0002,Henry Harriston
Chantal Akerman,A Couch in New York,Stephanie Buttle,f,0.0002,Anne
Chantal Akerman,A Couch in New York,Barbara Garrick,f,0.0002,Lizbeth Honeywell
Chantal Akerman,A Couch in New York,Paul Guilfoyle,m,0.0002,Dennis
Chantal Akerman,A Couch in New York,Richard Jenkins,m,0.0002,Campton
Chantal Akerman,A Couch in New York,Kent Broadhurst,m,0.0002,Tim
Chantal Akerman,A Couch in New York,Matthew Burton,m,0.0002,Wood
Chantal Akerman,A Couch in New York,Henry Bean,m,0.0002,Stein
Chantal Akerman,A Couch in New York,Bernard Breuse,m,0.0002,Jerôme
Chantal Akerman,A Couch in New York,Adam LeFevre,m,0.0002,Restaurant Patron
Chantal Akerman,A Couch in New York,Boris Lyoskin,m,0.0002,Cab Driver #1
Chantal Akerman,A Couch in New York,Tiffany Fraser,f,0.0002,Julie
Chantal Akerman,A Couch in New York,Wendy Way,f,0.0002,Employee at Airport
Chantal Akerman,A Couch in New York,Jerry Dean,m,0.0002,Cab Driver #2
Chantal Akerman,A Couch in New York,David S. Lomax,m,0.0002,Cab Driver #3
Chantal Akerman,A Couch in New York,Jean-Baptiste Filleau,m,0.0002,Julien
Chantal Akerman,A Couch in New York,Lusako Karonga,m,0.0002,Martin
Chantal Akerman,A Couch in New York,Blaise Chakir,m,0.0002,Thomas
Chantal Akerman,A Couch in New York,Bruce Katzman,m,0.0002,Jogger
Chantal Akerman,A Couch in New York,Michael McCormick,m,0.0002,Man in Central Park
Chantal Akerman,A Couch in New York,Michelle Rouhani,f,0.0002,Neighbor
Chantal Akerman,Letters Home,Coralie Seyrig,f,0.0002,Sylvia Plath
Chantal Akerman,Letters Home,Delphine Seyrig,f,0.0002,Aurelia Plath
Chantal Akerman,Lest We Forget,Paul Amar,m,0.0002,Self
Chantal Akerman,Lest We Forget,Robert Badinter,m,0.0002,Self
Chantal Akerman,Lest We Forget,Guy Bedos,m,0.0002,Self
Chantal Akerman,Lest We Forget,Jane Birkin,f,0.0002,Self
Chantal Akerman,Lest We Forget,Carole Bouquet,f,0.0002,Self
Chantal Akerman,Lest We Forget,Emmanuelle Béart,f,0.0002,Self
Chantal Akerman,Lest We Forget,Henri Cartier-Bresson,m,0.0002,Self
Chantal Akerman,Lest We Forget,Claude Cheysson,m,0.0002,Self
Chantal Akerman,Lest We Forget,Catherine Deneuve,f,0.0002,Self
Chantal Akerman,Lest We Forget,Alex Descas,m,0.0002,Dalton Prejean
Chantal Akerman,Lest We Forget,Anny Duperey,f,0.0002,Self
Chantal Akerman,Lest We Forget,Sami Frey,m,0.0002,Self
Chantal Akerman,Lest We Forget,Charlotte Gainsbourg,f,0.0002,Self
Chantal Akerman,Lest We Forget,Anouk Grinberg,f,0.0002,Self
Chantal Akerman,Lest We Forget,Henri Grouès,m,0.0002,Self
Chantal Akerman,Lest We Forget,Jacques Higelin,m,0.0002,Self
Chantal Akerman,Lest We Forget,Isabelle Huppert,f,0.0002,Self
Chantal Akerman,Lest We Forget,François Jacob,m,0.0002,Self
Chantal Akerman,Lest We Forget,Bruno Masure,m,0.0002,Self
Chantal Akerman,Lest We Forget,Alexandre Minkowski,m,0.0002,Self
Chantal Akerman,Lest We Forget,Youssou N'Dour,m,0.0002,Self
Chantal Akerman,Lest We Forget,Philippe Noiret,m,0.0002,Self
Chantal Akerman,Lest We Forget,Michel Piccoli,m,0.0002,Self
Chantal Akerman,Lest We Forget,Hubert Reeves,m,0.0002,Self
Chantal Akerman,Lest We Forget,André Rousselet,m,0.0002,Self
Chantal Akerman,Lest We Forget,Saï Saï,m,0.0002,Self
Chantal Akerman,Lest We Forget,M.C. Solaar,m,0.0002,Self
Chantal Akerman,Lest We Forget,Alain Souchon,m,0.0002,Self
Chantal Akerman,Lest We Forget,Bernard Stasi,m,0.0002,Self
Chantal Akerman,Lest We Forget,Haroun Tazieff,m,0.0002,Self
Chantal Akerman,Lest We Forget,Gérald Thomassin,m,0.0002,Himselfl
Chantal Akerman,Lest We Forget,Marie Trintignant,f,0.0002,Self
Chantal Akerman,From the East,Natalia Chakhovskaia,f,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Jean-Claude Dauphin,m,0.0002,Narrator / ...
Chantal Akerman,"Cinéma, de notre temps",Jean Douchet,m,0.0002,Interviewer
Chantal Akerman,"Cinéma, de notre temps",Claude Chabrol,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Luc Moullet,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Jacques Nolot,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Rafi Pitts,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Youssef Chahine,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Souleymane Cissé,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",David Lynch,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Martin Scorsese,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Serge Daney,m,0.0002,Interviewer
Chantal Akerman,"Cinéma, de notre temps",Manoel de Oliveira,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Abbas Kiarostami,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Nanni Moretti,m,0.0002,Nanni Moretti
Chantal Akerman,"Cinéma, de notre temps",Budd Boetticher,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",André Téchiné,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Alain Cavalier,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Éric Rohmer,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Ken Loach,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Georges Franju,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Philippe Garrel,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Takeshi Kitano,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Danièle Huillet,f,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Abel Ferrara,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Marc'o,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Catherine Breillat,f,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Jonas Mekas,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Paul Vecchiali,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Danielle Arbid,f,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Olivier Assayas,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Benoît Jacquot,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Mathieu Amalric,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Jean-Pierre Mocky,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Manthia Diawara,f,0.0002,Interviewer
Chantal Akerman,"Cinéma, de notre temps",Catherine Scorsese,f,0.0002,Mother
Chantal Akerman,"Cinéma, de notre temps",Jacques Rivette,m,0.0002,Director
Chantal Akerman,"Cinéma, de notre temps",Leonor Silveira,f,0.0002,
Chantal Akerman,"Cinéma, de notre temps",Arielle Dombasle,f,0.0002,Narrator
Chantal Akerman,"Cinéma, de notre temps",Shigehiko Hasumi,m,0.0002,Interviewer
Chantal Akerman,"Cinéma, de notre temps",Marina Vlady,f,0.0002,Voix
Chantal Akerman,"Cinéma, de notre temps",Jean-Marie Straub,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Abenaa Frempong-Boadu,f,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Kent Jones,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Charles Scorsese,m,0.0002,Father
Chantal Akerman,"Cinéma, de notre temps",João Bénard da Costa,m,0.0002,
Chantal Akerman,"Cinéma, de notre temps",Bulle Ogier,f,0.0002,Actress
Chantal Akerman,"Cinéma, de notre temps",Victor Argo,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Kristen Stewart,f,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Michael Powell,m,0.0002,Self
Chantal Akerman,"Cinéma, de notre temps",Jean Babilée,m,0.0002,Actor
Chantal Akerman,Tell Me,Chantal Akerman,f,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Michael Dick,m,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Evelyne Didi,f,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Luis Guzmán,m,0.0002,Lotto Man
Chantal Akerman,"Seven Women, Seven Sins",Irm Hermann,f,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Gabi Herz,f,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Rosemary Hochschild,f,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Alfred Neugebauer,m,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Delphine Seyrig,f,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Roberta Wallach,f,0.0002,
Chantal Akerman,"Seven Women, Seven Sins",Susanne Widl,f,0.0002,
Chantal Akerman,Les trois dernières sonates de Franz Schubert,Sonia Wieder-Atherton,f,0.0002,Self
Chantal Akerman,Almayer's Folly,Stanislas Merhar,m,0.0002,Almayer
Chantal Akerman,Almayer's Folly,Marc Barbé,m,0.0002,Capitaine Lingard
Chantal Akerman,Almayer's Folly,Aurora Marion,f,0.0002,Nina
Chantal Akerman,Almayer's Folly,Zac Andianas,m,0.0002,Daïn
Chantal Akerman,Almayer's Folly,Sakhna Oum,f,0.0002,Zahira
Chantal Akerman,Almayer's Folly,Solida Chan,m,0.0002,Chen
Chantal Akerman,Almayer's Folly,Yucheng Sun,m,0.0002,Capitaine Tom Li
Chantal Akerman,Almayer's Folly,Bunthang Khim,m,0.0002,Ali
Chantal Akerman,The Meetings of Anna,Aurore Clément,f,0.0002,Anna Silver
Chantal Akerman,The Meetings of Anna,Helmut Griem,m,0.0002,Heinrich Schneider
Chantal Akerman,The Meetings of Anna,Magali Noël,f,0.0002,Ida
Chantal Akerman,The Meetings of Anna,Hanns Zischler,m,0.0002,Hans
Chantal Akerman,The Meetings of Anna,Lea Massari,f,0.0002,La mère d'Anna
Chantal Akerman,The Meetings of Anna,Jean-Pierre Cassel,m,0.0002,Daniel
Chantal Akerman,The Meetings of Anna,Alain Berenboom,m,0.0002,
Chantal Akerman,The Meetings of Anna,Françoise Bonnet,f,0.0002,
Chantal Akerman,The Meetings of Anna,Thaddausz Kahl,m,0.0002,
Chantal Akerman,The Meetings of Anna,Laurent Taffein,m,0.0002,
Chantal Akerman,The Meetings of Anna,Victor Verek,m,0.0002,
Chantal Akerman,On Tour with Pina Bausch,Pina Bausch,f,0.0002,Self
Chantal Akerman,On Tour with Pina Bausch,Chantal Akerman,f,0.0002,Self
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Mark Amitin,m,0.0002,
